"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","43698","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","52022","0.0-1.0","8324","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","enter","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","53543","0.0-2.0","1520","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","enter","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","53544","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","58751","0.0-3.0-1.0","5206","","{""Q0"":""15""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","59910","0.0-3.0-2.0","1158","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","64228","0.0-3.0-3.0","4317","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","66979","0.0-3.0-4.0","2750","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","179496","0.0-4.0","112515","","","","85.6","53.98","406.70818128216064","4.754475922030893","601.94","8.134163625643213","50","1.0474340561751703","33","18.32","","","","","","","","","","","",""
"true","","","","","fullscreen","9","182800","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","223850","0.0-6.0","41050","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":3998},{""page_index"":1,""viewing_time"":30873},{""page_index"":2,""viewing_time"":3016},{""page_index"":3,""viewing_time"":3162}]","","","","","","","","","","",""
"","","","","","psychophysics","11","226363","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","6.089520782396091","853.3333333333334","529.3333333333334","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","12","226865","0.0-7.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","228669","0.0-7.0-0.1","798","","f","","","","","","","","","","","","","key","f","6.059969594594558","853.3333333333334","529.3333333333334","f","true","img/S_ambi40.png","朋友","prac",""
