"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","27391","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","33503","0.0-1.0","6110","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","37033","0.0-2.0","3530","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","37034","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","87582","0.0-3.0-1.0","50547","","{""Q0"":""14""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","89327","0.0-3.0-2.0","1742","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","94397","0.0-3.0-3.0","5065","","{""Q0"":""1999""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","98403","0.0-3.0-4.0","4004","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","294995","0.0-4.0","196591","","","","85.6","53.98","559.5518575248728","6.537921703711673","436.86","11.191037150497458","50","0.6791148932663644","25.6","12.94","","","","","","","","","","","",""
"true","","","","","fullscreen","9","300081","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","369419","0.0-6.0","69336","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6348},{""page_index"":1,""viewing_time"":55054},{""page_index"":2,""viewing_time"":3140},{""page_index"":3,""viewing_time"":4794}]","","","","","","","","","","",""
"","","","","","psychophysics","11","371927","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.6663087248324","640","396","j","false","img/C_ambi40.png","生人","prac",""
