"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","203","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2662","0.0-1.0","2458","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","enter","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","3426","0.0-2.0","763","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","enter","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","3427","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","6700","0.0-3.0-1.0","3271","","{""Q0"":""19""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","7604","0.0-3.0-2.0","902","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","10532","0.0-3.0-3.0","2927","","{""Q0"":""2004""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","12228","0.0-3.0-4.0","1695","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","71876","0.0-4.0","59647","","","","85.6","53.98","355.5773788571174","4.148402753333036","688.77","7.111547577142348","50","0.8605721797700769","23.38","12.06","","","","","","","","","","","",""
"true","","","","","fullscreen","9","73914","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","100220","0.0-6.0","26305","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1065},{""page_index"":1,""viewing_time"":21184},{""page_index"":2,""viewing_time"":2312},{""page_index"":3,""viewing_time"":1743}]","","","","","","","","","","",""
"","","","","","psychophysics","11","102744","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","17.19451034482757","614.4","341.44","f","false","img/H_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","12","103256","0.0-7.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","105766","0.0-7.0-0.1","null","","null","","","","","","","","","","","","","key","null","18.199029197080343","614.4","341.44","f","false","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","14","106281","0.0-7.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","15","108786","0.0-7.0-0.2","null","","null","","","","","","","","","","","","","key","null","17.93688489208643","614.4","341.44","f","false","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","16","109300","0.0-7.0-1.2","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","17","111803","0.0-7.0-0.3","null","","null","","","","","","","","","","","","","key","null","17.080599999999937","614.4","341.44","f","false","img/C_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","18","112308","0.0-7.0-1.3","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","19","114812","0.0-7.0-0.4","null","","null","","","","","","","","","","","","","key","null","17.68521276595738","614.4","341.44","j","false","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","20","115320","0.0-7.0-1.4","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","21","116352","0.0-7.0-0.5","31","","j","","","","","","","","","","","","","key","j","17.184508474576248","614.4","341.44","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","22","116864","0.0-7.0-1.5","null","<span style='color:yellow; font-size: 70px;'>过快! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","23","119381","0.0-7.0-0.6","null","","null","","","","","","","","","","","","","key","null","17.19924137931044","614.4","341.44","j","false","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","24","119894","0.0-7.0-1.6","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","25","122407","0.0-7.0-0.7","null","","null","","","","","","","","","","","","","key","null","17.07918493150686","614.4","341.44","j","false","img/H_ambi40.png","朋友","prac",""
