"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","7","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2674","0.0-1.0","2667","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","arrowdown","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","3293","0.0-2.0","619","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","arrowdown","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","3294","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","6709","0.0-3.0-1.0","3414","","{""Q0"":""16""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","7581","0.0-3.0-2.0","871","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","10725","0.0-3.0-3.0","3144","","{""Q0"":""2004""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","13245","0.0-3.0-4.0","2519","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","156326","0.0-4.0","143079","","","","85.6","53.98","479.08465155729584","5.596783312585232","510.67","9.581693031145916","50","0.8933703023228946","32.04","16.82","","","","","","","","","","","",""
"true","","","","","fullscreen","9","159270","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","260990","0.0-6.0","101719","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":12143},{""page_index"":1,""viewing_time"":58984},{""page_index"":2,""viewing_time"":5928},{""page_index"":3,""viewing_time"":11976},{""page_index"":2,""viewing_time"":416},{""page_index"":1,""viewing_time"":8264},{""page_index"":2,""viewing_time"":2640},{""page_index"":3,""viewing_time"":1368}]","","","","","","","","","","",""
"","","","","","psychophysics","11","263501","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","6.122488943488951","853.3333333333334","476","f","false","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","12","264010","0.0-7.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","266512","0.0-7.0-0.1","null","","null","","","","","","","","","","","","","key","null","6.058338199513415","853.3333333333334","476","j","false","img/H_ambi40.png","自我","prac",""
