"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","36944","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","90642","0.0-1.0","53696","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","arrowright","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","93878","0.0-2.0","3234","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","arrowright","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","93881","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","180301","0.0-3.0-1.0","86414","","{""Q0"":""10""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","181885","0.0-3.0-2.0","1579","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","186379","0.0-3.0-3.0","4473","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","191111","0.0-3.0-4.0","4729","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","450163","0.0-4.0","259047","","","","85.6","53.98","559.6664257763234","6.5343252852418905","436.77","11.193328515526467","50","0.6825494301719474","26.36","11.94","","","","","","","","","","","",""
"true","","","","","fullscreen","9","454056","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","503097","0.0-6.0","49038","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6913},{""page_index"":1,""viewing_time"":31426},{""page_index"":2,""viewing_time"":5394},{""page_index"":3,""viewing_time"":5305}]","","","","","","","","","","",""
"","","","","","psychophysics","11","505620","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","17.865395683453507","683","380","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","12","506122","0.0-7.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","508629","0.0-7.0-0.1","null","","null","","","","","","","","","","","","","key","null","16.66577852348994","683","380","j","false","img/C_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","14","509135","0.0-7.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","15","510706","0.0-7.0-0.2","569","","f","","","","","","","","","","","","","key","f","16.66735483870982","683","380","j","false","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","16","511209","0.0-7.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","17","512683","0.0-7.0-0.3","467","","f","","","","","","","","","","","","","key","f","16.85970930232623","683","380","j","false","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","18","513187","0.0-7.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","19","515690","0.0-7.0-0.4","null","","null","","","","","","","","","","","","","key","null","16.6660335570466","683","380","f","false","img/S_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","20","516191","0.0-7.0-1.4","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","21","517702","0.0-7.0-0.5","505","","j","","","","","","","","","","","","","key","j","16.666483146067854","683","380","f","false","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","22","518204","0.0-7.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","23","519658","0.0-7.0-0.6","451","","f","","","","","","","","","","","","","key","f","16.66638823529459","683","380","j","false","img/H_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","24","520162","0.0-7.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","25","521620","0.0-7.0-0.7","454","","j","","","","","","","","","","","","","key","j","16.666500000000205","683","380","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","26","522121","0.0-7.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","27","523685","0.0-7.0-0.8","561","","f","","","","","","","","","","","","","key","f","16.84635869565207","683","380","f","true","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","28","524187","0.0-7.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","29","526690","0.0-7.0-0.9","null","","null","","","","","","","","","","","","","key","null","17.010413793103513","683","380","f","false","img/T_ambi40.png","をる","prac",""
