"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","30436","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","97565","0.0-1.0","67129","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","k","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","99861","0.0-2.0","2295","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","99862","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","104663","0.0-3.0-1.0","4799","","{""Q0"":""7""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","105748","0.0-3.0-2.0","1084","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","109980","0.0-3.0-3.0","4231","","{""Q0"":""2004""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","114572","0.0-3.0-4.0","4591","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","204219","0.0-4.0","89646","","","","85.6","53.98","449.223056112906","5.244982709210146","544.77","8.98446112225812","50","0.8236442786387296","29.58","14.44","","","","","","","","","","","",""
"true","","","","","fullscreen","9","207046","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","272761","0.0-6.0","65714","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6269},{""page_index"":1,""viewing_time"":39343},{""page_index"":2,""viewing_time"":3234},{""page_index"":3,""viewing_time"":5628},{""page_index"":2,""viewing_time"":1418},{""page_index"":3,""viewing_time"":4466},{""page_index"":2,""viewing_time"":624},{""page_index"":1,""viewing_time"":2093},{""page_index"":2,""viewing_time"":2058},{""page_index"":3,""viewing_time"":582}]","","","","","","","","","","",""
"","","","","","psychophysics","11","275273","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","8.330806666666758","768","428","f","false","img/S_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","12","275774","0.0-7.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","278276","0.0-7.0-0.1","null","","null","","","","","","","","","","","","","key","null","8.33088963210698","768","428","j","false","img/H_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","14","278777","0.0-7.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","15","280457","0.0-7.0-0.2","679","","f","","","","","","","","","","","","","key","f","8.330830845771015","768","428","j","false","img/C_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","16","280958","0.0-7.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","17","282713","0.0-7.0-0.3","753","","f","","","","","","","","","","","","","key","f","8.3308333333335","768","428","j","false","img/C_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","18","283213","0.0-7.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","19","285019","0.0-7.0-0.4","804","","f","","","","","","","","","","","","","key","f","8.330781395348914","768","428","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","20","285520","0.0-7.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","21","287192","0.0-7.0-0.5","671","","j","","","","","","","","","","","","","key","j","8.330914572864389","768","428","f","false","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","22","287693","0.0-7.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","23","289691","0.0-7.0-0.6","998","","j","","","","","","","","","","","","","key","j","8.330806722689152","768","428","f","false","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","24","290193","0.0-7.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","25","292117","0.0-7.0-0.7","923","","f","","","","","","","","","","","","","key","f","8.330895652173785","768","428","f","true","img/H_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","26","292619","0.0-7.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","27","294587","0.0-7.0-0.8","967","","f","","","","","","","","","","","","","key","f","8.330757446808523","768","428","j","false","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","28","295088","0.0-7.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","29","296785","0.0-7.0-0.9","695","","f","","","","","","","","","","","","","key","f","8.330536945812746","768","428","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","30","297286","0.0-7.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","31","298794","0.0-7.0-0.10","507","","j","","","","","","","","","","","","","key","j","8.330816666666458","768","428","f","false","img/C_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","32","299295","0.0-7.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","33","300703","0.0-7.0-0.11","407","","f","","","","","","","","","","","","","key","f","8.330857142856985","768","428","j","false","img/H_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","34","301204","0.0-7.0-1.11","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","35","302943","0.0-7.0-0.12","738","","f","","","","","","","","","","","","","key","f","8.326845410628051","768","428","f","true","img/S_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","36","303446","0.0-7.0-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","37","304948","0.0-7.0-0.13","502","","f","","","","","","","","","","","","","key","f","8.324027932960835","768","428","j","false","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","38","305449","0.0-7.0-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","39","307140","0.0-7.0-0.14","690","","j","","","","","","","","","","","","","key","j","8.33066831683189","768","428","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","40","307641","0.0-7.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","41","310143","0.0-7.0-0.15","null","","null","","","","","","","","","","","","","key","null","8.330852842809326","768","428","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","42","310644","0.0-7.0-1.15","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","43","312089","0.0-7.0-0.16","443","","f","","","","","","","","","","","","","key","f","8.330773255813847","768","428","f","true","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","44","312592","0.0-7.0-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","45","314110","0.0-7.0-0.17","517","","f","","","","","","","","","","","","","key","f","8.331021978021894","768","428","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","46","314611","0.0-7.0-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","47","315987","0.0-7.0-0.18","375","","f","","","","","","","","","","","","","key","f","8.330823170731735","768","428","f","true","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","48","316488","0.0-7.0-1.18","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","49","317777","0.0-7.0-0.19","289","","f","","","","","","","","","","","","","key","f","8.330870129869927","768","428","j","false","img/H_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","50","318278","0.0-7.0-1.19","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","51","319722","0.0-7.0-0.20","443","","f","","","","","","","","","","","","","key","f","8.330953488372087","768","428","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","52","320222","0.0-7.0-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
