"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","530","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","57480","0.0-1.0","56948","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","v","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","59074","0.0-2.0","1592","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","v","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","59075","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","61403","0.0-3.0-1.0","2326","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","62314","0.0-3.0-2.0","906","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","70574","0.0-3.0-3.0","8258","","{""Q0"":""2001""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","73999","0.0-3.0-4.0","3422","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","187026","0.0-4.0","113022","","","","85.6","53.98","587.7974203355483","6.862069431971559","415.73","11.755948406710965","50","0.7519597478799435","25.06","15.18","","","","","","","","","","","",""
"true","","","","","fullscreen","9","190528","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","251183","0.0-6.0","60653","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":5464},{""page_index"":1,""viewing_time"":49370},{""page_index"":2,""viewing_time"":3374},{""page_index"":3,""viewing_time"":2445}]","","","","","","","","","","",""
"","","","","","psychophysics","11","253714","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","17.007986301370046","654.848446999264","432.42421743079575","j","false","img/C_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","12","254223","0.0-7.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","255983","0.0-7.0-0.1","753","","f","","","","","","","","","","","","","key","f","16.667807692307598","654.848446999264","432.42421743079575","f","true","img/S_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","14","256491","0.0-7.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","15","258308","0.0-7.0-0.2","796","","f","","","","","","","","","","","","","key","f","16.786971962616875","654.848446999264","432.42421743079575","j","false","img/H_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","16","258813","0.0-7.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","17","260847","0.0-7.0-0.3","1032","","f","","","","","","","","","","","","","key","f","16.667208333333352","654.848446999264","432.42421743079575","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","18","261357","0.0-7.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","19","263024","0.0-7.0-0.4","662","","j","","","","","","","","","","","","","key","j","16.83777551020422","654.848446999264","432.42421743079575","f","false","img/C_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","20","263543","0.0-7.0-1.4","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","21","265389","0.0-7.0-0.5","830","","j","","","","","","","","","","","","","key","j","16.667527272727405","654.848446999264","432.42421743079575","j","true","img/S_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","22","265899","0.0-7.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","23","268414","0.0-7.0-0.6","null","","null","","","","","","","","","","","","","key","null","16.667253333333647","654.848446999264","432.42421743079575","j","false","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","24","268924","0.0-7.0-1.6","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","25","271057","0.0-7.0-0.7","1127","","j","","","","","","","","","","","","","key","j","16.667173228346225","654.848446999264","432.42421743079575","f","false","img/S_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","26","271571","0.0-7.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","27","273792","0.0-7.0-0.8","1212","","j","","","","","","","","","","","","","key","j","16.667356060606174","654.848446999264","432.42421743079575","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","28","274301","0.0-7.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","29","276377","0.0-7.0-0.9","1072","","f","","","","","","","","","","","","","key","f","16.667024390243856","654.848446999264","432.42421743079575","j","false","img/H_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","30","276892","0.0-7.0-1.9","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","31","279169","0.0-7.0-0.10","1273","","f","","","","","","","","","","","","","key","f","16.664066176470335","654.848446999264","432.42421743079575","f","true","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","32","279672","0.0-7.0-1.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","33","281415","0.0-7.0-0.11","736","","j","","","","","","","","","","","","","key","j","16.667514563106945","654.848446999264","432.42421743079575","f","false","img/C_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","34","281931","0.0-7.0-1.11","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","35","284192","0.0-7.0-0.12","1249","","j","","","","","","","","","","","","","key","j","16.667335820895595","654.848446999264","432.42421743079575","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","36","284703","0.0-7.0-1.12","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","37","286727","0.0-7.0-0.13","1016","","f","","","","","","","","","","","","","key","f","16.66740833333315","654.848446999264","432.42421743079575","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","38","287231","0.0-7.0-1.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","39","289652","0.0-7.0-0.14","1412","","f","","","","","","","","","","","","","key","f","16.66735416666658","654.848446999264","432.42421743079575","j","false","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","40","290155","0.0-7.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","41","292004","0.0-7.0-0.15","843","","f","","","","","","","","","","","","","key","f","16.667609090908876","654.848446999264","432.42421743079575","f","true","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","42","292516","0.0-7.0-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","43","294306","0.0-7.0-0.16","787","","j","","","","","","","","","","","","","key","j","16.66741509433948","654.848446999264","432.42421743079575","f","false","img/S_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","44","294818","0.0-7.0-1.16","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","45","297347","0.0-7.0-0.17","null","","null","","","","","","","","","","","","","key","null","16.66714666666657","654.848446999264","432.42421743079575","f","false","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","46","297863","0.0-7.0-1.17","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","47","299935","0.0-7.0-0.18","1070","","f","","","","","","","","","","","","","key","f","16.6669593495932","654.848446999264","432.42421743079575","j","false","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","48","300450","0.0-7.0-1.18","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","49","302505","0.0-7.0-0.19","1042","","j","","","","","","","","","","","","","key","j","16.66723770491844","654.848446999264","432.42421743079575","j","true","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","50","303028","0.0-7.0-1.19","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
