A_B,subj_idx,friend_match,self_match,stranger_match,friend_mismatch,self_mismatch,stranger_mismatch,1_match,1_mismatch,2_match,2_mismatch,A_B_dif,friend_dif,self_dif,stranger_dif
1,12,643.3673469,605.54,616.8316832,746.637931,791.3636364,773.8615385,621.91301,770.6210353,830.5026263,721.4585286,148.7080253,103.2705841,185.8236364,157.0298553
1,13,845.1212121,646.5471698,874.3296703,900.2089552,858.5166667,895,788.6660174,884.5752073,814.6256644,907.6723172,95.9091899,55.0877431,211.9694969,20.6703297
1,14,845.1935484,663.6635514,795.8598131,881.5862069,815.6086957,851.7714286,768.238971,849.6554437,778.6688177,806.3367923,81.41647277,36.3926585,151.9451443,55.9116155
1,15,558.5769231,577.8076923,604.2307692,670.4347826,655.2857143,624.05,580.2051282,649.923499,744.7340031,799.0655486,69.71837077,111.8578595,77.478022,19.8192308
1,16,763.9223301,619.7962963,787.7113402,866.0153846,858.9166667,923.4923077,723.8099889,882.8081197,886.3615582,926.0961079,158.9981308,102.0930545,239.1203704,135.7809675
1,17,814.247191,801.9186047,809.2588235,923.244898,928.3269231,876.2264151,808.4748731,909.2660787,811.7323587,834.1965291,100.7912057,108.997707,126.4083184,66.9675916
1,18,1183.595238,1064.14,1145.988636,1191.213115,1196.466667,1195.915254,1131.241291,1194.531679,796.5848877,862.3344398,63.29038733,7.617877,132.326667,49.926618
1,19,896.8604651,740.6315789,845.38,912.4920635,875.9710145,930.6451613,827.6240147,906.3694131,876.5234106,942.0815647,78.74539843,15.6315984,135.3394356,85.2651613
1,20,664.8039216,649.0485437,683.72,759.1875,766.6774194,785.2741935,665.8574884,770.3797043,782.8974359,779.4349396,104.5222159,94.3835784,117.6288757,101.5541935
1,21,604.6021505,573.8252427,631.8941176,674.2413793,629.1774194,666.0615385,603.4405036,656.4934457,934.8036348,950.1555624,53.05294213,69.6392288,55.3521767,34.1674209
1,22,632.0430108,584.1333333,567.9029126,674.7894737,694.9583333,684.1833333,594.6930856,684.6437134,900.5006742,1000.986009,89.95062787,42.7464629,110.825,116.2804207
1,23,675.1414141,669.4,672.9178082,817.8928571,756.4516129,791.6825397,672.4864074,788.6756699,899.7789706,961.3266999,116.1892625,142.751443,87.0516129,118.7647315
1,24,538.1238095,483.9074074,614.7045455,656.3392857,647.8571429,655.2586207,545.5785875,653.1516831,652.3675703,681.197967,107.5730956,118.2154762,163.9497355,40.5540752
1,25,801.2,623.7383178,726.1752577,848.2903226,810.3220339,830.047619,717.0378585,829.5533252,629.7859548,695.2565425,112.5154667,47.0903226,186.5837161,103.8723613
1,26,769.1616162,782.3061224,948,982.9375,993.7962963,1014.178571,833.1559129,996.9707891,646.6997792,680.5740075,163.8148762,213.7758838,211.4901739,66.178571
1,27,792.4387755,763.4326923,821.7647059,910.0851064,880.1764706,938.0784314,792.5453912,909.4466695,760.7449934,808.7736597,116.9012782,117.6463309,116.7437783,116.3137255
1,28,824.0978261,693.9805825,833.1052632,875.75,895.5510204,893.1509434,783.7278906,888.1506546,787.3425099,786.492187,104.422764,51.6521739,201.5704379,60.0456802
1,29,846.5822785,805.7978723,825.8804348,925,988.5873016,964.5957447,826.0868619,959.3943488,613.7328323,667.0805992,133.3074869,78.4177215,182.7894293,138.7153099
1,30,774.1067961,689.1346154,855.3678161,887.5714286,885.1754386,907.8947368,772.8697425,893.5472013,748.9507092,787.107449,120.6774588,113.4646325,196.0408232,52.5269207
2,31,836.875,630.7183099,849.9787234,839.7608696,770.6896552,844.3333333,,,,,45.73727493,2.8858696,139.9713453,-5.6453901
2,32,723.7931034,608.2028986,714.7288136,701.3684211,681.0707071,711.5257732,,,,,15.74669527,-22.4246823,72.8678085,-3.2030404
2,33,634.2765957,616.6216216,658.9152542,669.8372093,682.5604396,659.3214286,,,,,33.96853533,35.5606136,65.938818,0.4061744
2,34,792.44,593.5373134,763.5,761.7052632,664.1836735,729.9479167,,,,,2.119846667,-30.7347368,70.6463601,-33.5520833
2,35,774.1886792,749.5438596,762.1162791,833.1954023,789.2659574,788.6344086,,,,,41.74898347,59.0067231,39.7220978,26.5181295
2,36,747.28125,626.2,766.4745763,728.7238095,689.8163265,714.0660377,,,,,-2.4498842,-18.5574405,63.6163265,-52.4085386
2,37,838.5932203,677.880597,842.5,838.1084337,811.185567,774.2840909,,,,,21.5347581,-0.4847866,133.30497,-68.2159091
2,38,820.22,826.4918033,733.1363636,853.1304348,908.8979592,798.5392157,,,,,60.23981427,32.9104348,82.4061559,65.4028521
2,39,882.0909091,881.5362319,961.0819672,1014.777778,970.13,990.9903846,,,,,83.7296848,132.6868689,88.5937681,29.9084174
2,40,698.5714286,657.5694444,774.6727273,768.6039604,745.5769231,738.2020202,,,,,40.52310113,70.0325318,88.0074787,-36.4707071
2,41,845.3166667,881.25,944.8888889,940.69,929.8709677,955.4166667,,,,,51.5073596,95.3733333,48.6209677,10.5277778
2,42,849.92,732.1333333,909.4545455,728.2164948,714.6590909,721.5,,,,,-109.0440977,-121.7035052,-17.4742424,-187.9545455
2,43,826.3880597,754.7746479,862.7142857,962.0638298,838.755102,922.1980198,,,,,93.04665277,135.6757701,83.9804541,59.4837341
2,44,755.2741935,742.5735294,838.1587302,791,786.3173077,841.6930693,,,,,27.66797463,35.7258065,43.7437783,3.5343391
2,45,800.2,676.0597015,757.9423077,798.8350515,787.7282609,810.6333333,,,,,54.3315455,-1.3649485,111.6685594,52.6910256
2,46,874.4444444,875.6779661,908.9622642,895.627907,933.59375,949.0666667,,,,,39.73454967,21.1834626,57.9157839,40.1044025
2,47,881.8730159,619.2714286,934.0526316,813.576087,800.9896907,888.0238095,,,,,22.46417037,-68.2969289,181.7182621,-46.0288221
2,48,861.1052632,700.4925373,828.1568627,914.2916667,866.2268041,806.4848485,,,,,65.74955203,53.1864035,165.7342668,-21.6720142
2,49,907.8545455,773.4411765,948.2745098,967.505618,905.5168539,953.2222222,,,,,65.5581541,59.6510725,132.0756774,4.9477124
2,50,724.75,777.1923077,846.75,761.7126437,778.7849462,797.8072289,,,,,-3.4624963,36.9626437,1.5926385,-48.9427711
2,51,724.2083333,1029.479167,1050.723404,920.35,913.8969072,1016.21978,,,,,15.35192763,196.1416667,-115.5822598,-34.503624
2,52,824.2794118,963.6923077,913.530303,977.5483871,997,1028.409639,,,,,100.4853345,153.2689753,33.3076923,114.879336
2,53,860.9402985,874.9117647,963.4848485,959.2022472,965.7184466,959.0594059,,,,,61.54772933,98.2619487,90.8066819,-4.4254426
2,54,656.3142857,610.3529412,690.4354839,690.7623762,683.184466,669.6470588,,,,,28.83039673,34.4480905,72.8315248,-20.7884251
2,55,666.3,575.119403,647.9384615,697.4766355,642.2358491,746.0571429,,,,,65.47058767,31.1766355,67.1164461,98.1186814
2,56,643.9491525,615.8387097,680.3114754,695.03,696.3820225,650.31,,,,,33.8742283,51.0808475,80.5433128,-30.0014754
2,57,705.7878788,750.4637681,825.9833333,775.7596154,806.55,844.0113636,,,,,48.02866627,69.9717366,56.0862319,18.0280303
2,58,816.9344262,737.7931034,807.3,798.0990099,800.5714286,760.8061224,,,,,-0.8503229,-18.8354163,62.7783252,-46.4938776
2,59,576.5076923,650.4666667,614.2241379,691.8518519,649.03125,660.3586957,,,,,53.3477669,115.3441596,-1.4354167,46.1345578
2,60,682.25,732.9,831.7021277,781.8469388,761.6168224,817.8585859,,,,,38.1567398,99.5969388,28.7168224,-13.8435418
