"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","4","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","1603","0.0-1.0","1599","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","4054","0.0-2.0","2451","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","4055","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","8046","0.0-3.0-1.0","3991","","{""Q0"":""26""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","9066","0.0-3.0-2.0","1020","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","13170","0.0-3.0-3.0","4103","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","15539","0.0-3.0-4.0","2368","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","214179","0.0-4.0","198639","","","","85.6","53.98","451.62560557505935","5.272075767560094","541.86","9.032512111501186","50","1.0716841428503994","37.44","18.48","","","","","","","","","","","",""
"true","","","","","fullscreen","9","216991","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","272556","0.0-6.0","55563","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6825},{""page_index"":1,""viewing_time"":36081},{""page_index"":2,""viewing_time"":2867},{""page_index"":3,""viewing_time"":9791}]","","","","","","","","","","",""
"","","","","","psychophysics","11","275069","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.658288590603778","960","536","f","false","img/C_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","12","275583","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","13","277575","0.0-7.0-0.0-0.1","990","","f","","","","","","","","","","","","","key","f","16.66230508474578","960","536","f","true","img/S_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","14","278077","0.0-7.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","15","280581","0.0-7.0-0.0-0.2","null","","null","","","","","","","","","","","","","key","null","16.66204026845618","960","536","f","false","img/S_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","16","281097","0.0-7.0-0.0-1.2","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","17","282551","0.0-7.0-0.0-0.3","451","","f","","","","","","","","","","","","","key","f","16.65736046511623","960","536","j","false","img/C_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","18","283060","0.0-7.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","19","284555","0.0-7.0-0.0-0.4","491","","j","","","","","","","","","","","","","key","j","16.660168539325895","960","536","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","20","285056","0.0-7.0-0.0-1.4","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","21","286782","0.0-7.0-0.0-0.5","719","","f","","","","","","","","","","","","","key","f","16.672096153846585","960","536","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","22","287289","0.0-7.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","23","288838","0.0-7.0-0.0-0.6","542","","j","","","","","","","","","","","","","key","j","16.659163043478063","960","536","j","true","img/C_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","24","289348","0.0-7.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","25","290908","0.0-7.0-0.0-0.7","546","","f","","","","","","","","","","","","","key","f","16.659413043477915","960","536","j","false","img/S_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","26","291422","0.0-7.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","27","293150","0.0-7.0-0.0-0.8","723","","j","","","","","","","","","","","","","key","j","16.658271844660437","960","536","j","true","img/S_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","28","293654","0.0-7.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","29","295403","0.0-7.0-0.0-0.9","747","","f","","","","","","","","","","","","","key","f","16.666278846153894","960","536","f","true","img/C_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","30","295919","0.0-7.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","31","297815","0.0-7.0-0.0-0.10","888","","f","","","","","","","","","","","","","key","f","16.56704385964896","960","536","j","false","img/H_ambi40.png","自我","prac",""
"","","","","","html-keyboard-response","32","298322","0.0-7.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","33","299804","0.0-7.0-0.0-0.11","480","","j","","","","","","","","","","","","","key","j","16.77690909090862","960","536","j","true","img/H_ambi40.png","朋友","prac",""
"","","","","","html-keyboard-response","34","300320","0.0-7.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","35","301807","0.0-7.0-0.0-0.12","484","","j","","","","","","","","","","","","","key","j","16.661325842696712","960","536","f","false","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","36","302313","0.0-7.0-0.0-1.12","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","37","304155","0.0-7.0-0.0-0.13","833","","f","","","","","","","","","","","","","key","f","16.617576576576898","960","536","f","true","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","38","304657","0.0-7.0-0.0-1.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","39","306487","0.0-7.0-0.0-0.14","819","","f","","","","","","","","","","","","","key","f","16.659250000000206","960","536","f","true","img/H_ambi40.png","生人","prac",""
"","","","","","html-keyboard-response","40","306994","0.0-7.0-0.0-1.14","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","41","308815","0.0-7.0-0.0-0.15","812","","j","","","","","","","","","","","","","key","j","16.659259259258828","960","536","f","false","img/T_ambi40.png","をる","prac",""
"","","","","","html-keyboard-response","42","309321","0.0-7.0-0.0-1.15","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
