"subj_idx","朋友_friend","生人_friend","自我_friend","朋友_self","生人_self","自我_self","朋友_stranger","生人_stranger","自我_stranger"
101,483,408.9,360.6,410.45,427.75,426.3529411764706,457.55,419.875,469.3
