"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","442","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","72355","0.0-1.0","71913","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","74141","0.0-2.0","1785","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","74142","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","82463","0.0-3.0-1.0","8313","","{""Q0"":""37""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","83998","0.0-3.0-2.0","1532","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","88133","0.0-3.0-3.0","4134","","{""Q0"":""2003""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","91605","0.0-3.0-4.0","3471","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","484961","0.0-4.0","393353","","","","85.6","53.98","442.8833484694511","5.170100106073464","552.6","8.857666969389022","49.99999999999999","1.0657433873528377","38.400000000000006","18.540000000000003","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","488754","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","660338","0.0-6.0","171583","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":20007},{""page_index"":1,""viewing_time"":21642},{""page_index"":2,""viewing_time"":36934},{""page_index"":1,""viewing_time"":20790},{""page_index"":2,""viewing_time"":59030},{""page_index"":3,""viewing_time"":9120},{""page_index"":4,""viewing_time"":4060}]","","","","","","","","","","","",""
"","","","","","instructions","11","699108","0.0-7.0","38770","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":38769}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","708350","0.0-8.0-0.0-0.0","8237","","f","","","","","","","","","","","","","key","f","16.66613743218798","960","536","k","false","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","13","708658","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","714587","0.0-8.0-0.0-0.1","4928","","d","","","","","","","","","","","","","key","d","16.666129943502654","960","536","d","true","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","15","714898","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","718565","0.0-8.0-0.0-0.2","2665","","f","","","","","","","","","","","","","key","f","16.66605022831046","960","536","j","false","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","718872","0.0-8.0-0.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","723605","0.0-8.0-0.0-0.3","3733","","d","","","","","","","","","","","","","key","d","16.620333333333363","960","536","j","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","19","723911","0.0-8.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","730691","0.0-8.0-0.0-0.4","5778","","k","","","","","","","","","","","","","key","k","16.66614285714264","960","536","k","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","21","731000","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","734549","0.0-8.0-0.0-0.5","2549","","k","","","","","","","","","","","","","key","k","16.666070754717232","960","536","k","true","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","23","734864","0.0-8.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","738492","0.0-8.0-0.0-0.6","2626","","j","","","","","","","","","","","","","key","j","16.66612442396313","960","536","j","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","25","738796","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","743090","0.0-8.0-0.0-0.7","3292","","f","","","","","","","","","","","","","key","f","16.666167315174935","960","536","f","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","27","743391","0.0-8.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
