"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","2334","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","19096","0.0-1.0","16758","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","audiovolumeup","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","50066","0.0-2.0","30970","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","arrowdown","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","50068","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","56296","0.0-3.0-1.0","6224","","{""Q0"":""67""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","57567","0.0-3.0-2.0","1267","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","62895","0.0-3.0-3.0","5326","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","66263","0.0-3.0-4.0","3365","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","207456","0.0-4.0","141191","","","","85.6","53.98","523.367599371735","6.119584690570547","467.25","10.467351987434698","50","0.7337099210210267","29.64","14.92","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","210891","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","296439","0.0-6.0","85546","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":9268},{""page_index"":1,""viewing_time"":6606},{""page_index"":2,""viewing_time"":54784},{""page_index"":3,""viewing_time"":10305},{""page_index"":4,""viewing_time"":4583}]","","","","","","","","","","","",""
"","","","","","instructions","11","347751","0.0-7.0","51311","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":51311}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","356598","0.0-8.0-0.0-0.0","7835","","d","","","","","","","","","","","","","key","d","16.684799621928093","768","428","d","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","356911","0.0-8.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","369809","0.0-8.0-0.0-0.1","11886","","f","","","","","","","","","","","","","key","f","16.685090673575072","768","428","f","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","15","370111","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","378749","0.0-8.0-0.0-0.2","7624","","k","","","","","","","","","","","","","key","k","16.684405038759675","768","428","k","true","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","379061","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","384586","0.0-8.0-0.0-0.3","4523","","d","","","","","","","","","","","","","key","d","16.685596969696892","768","428","d","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","19","384890","0.0-8.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","387680","0.0-8.0-0.0-0.4","1787","","j","","","","","","","","","","","","","key","j","16.685259036144735","768","428","j","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","21","387992","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","393812","0.0-8.0-0.0-0.5","4818","","d","","","","","","","","","","","","","key","d","16.685902017291156","768","428","d","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","23","394118","0.0-8.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","396366","0.0-8.0-0.0-0.6","1244","","j","","","","","","","","","","","","","key","j","16.684195488721528","768","428","j","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","25","396680","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","399265","0.0-8.0-0.0-0.7","1577","","k","","","","","","","","","","","","","key","k","16.683961038961144","768","428","d","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","27","399575","0.0-8.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","406622","0.0-8.0-0.0-0.8","6046","","f","","","","","","","","","","","","","key","f","16.68483372921616","768","428","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","29","406939","0.0-8.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","30","410076","0.0-8.0-0.0-0.9","2128","","f","","","","","","","","","","","","","key","f","16.685973262032096","768","428","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","31","410384","0.0-8.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","32","414029","0.0-8.0-0.0-0.10","2643","","d","","","","","","","","","","","","","key","d","16.684884792626974","768","428","f","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","33","414344","0.0-8.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","34","418328","0.0-8.0-0.0-0.11","2971","","d","","","","","","","","","","","","","key","d","16.685046218487507","768","428","k","false","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","35","418644","0.0-8.0-0.0-1.11","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
