"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","390","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2382","0.0-1.0","1991","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","3438","0.0-2.0","1056","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","3439","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","9830","0.0-3.0-1.0","6391","","{""Q0"":""39""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","10614","0.0-3.0-2.0","783","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","15870","0.0-3.0-3.0","5255","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","17806","0.0-3.0-4.0","1935","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","71983","0.0-4.0","54175","","","","85.6","53.98","501.812758160284","5.854482178536647","487.43","10.036255163205679","50","0.5619625954386883","38.4","19.38","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","74323","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","86758","0.0-6.0","12434","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":2322},{""page_index"":1,""viewing_time"":3672},{""page_index"":2,""viewing_time"":1704},{""page_index"":3,""viewing_time"":3456},{""page_index"":4,""viewing_time"":1280}]","","","","","","","","","","","",""
"","","","","","instructions","11","100022","0.0-7.0","13263","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":13263}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","102070","0.0-8.0-0.0-0.0","1045","","j","","","","","","","","","","","","","key","j","16.66820661157027","960","536","j","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","102376","0.0-8.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","106070","0.0-8.0-0.0-0.1","2693","","d","","","","","","","","","","","","","key","d","16.667868181818232","960","536","k","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","15","106375","0.0-8.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","108638","0.0-8.0-0.0-0.2","1262","","f","","","","","","","","","","","","","key","f","16.66791111111115","960","536","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","108940","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","111302","0.0-8.0-0.0-0.3","1360","","f","","","","","","","","","","","","","key","f","16.667642857142866","960","536","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","19","111612","0.0-8.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","114101","0.0-8.0-0.0-0.4","1488","","d","","","","","","","","","","","","","key","d","16.66765540540537","960","536","d","true","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","21","114408","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","116934","0.0-8.0-0.0-0.5","1523","","k","","","","","","","","","","","","","key","k","16.667286666666623","960","536","d","false","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","23","117237","0.0-8.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","120414","0.0-8.0-0.0-0.6","2176","","j","","","","","","","","","","","","","key","j","16.597507936507956","960","536","j","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","25","120719","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","123526","0.0-8.0-0.0-0.7","1804","","d","","","","","","","","","","","","","key","d","16.667892857142892","960","536","d","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","27","123832","0.0-8.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","126286","0.0-8.0-0.0-0.8","1453","","d","","","","","","","","","","","","","key","d","16.66876712328767","960","536","k","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","29","126601","0.0-8.0-0.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","30","130414","0.0-8.0-0.0-0.9","2811","","f","","","","","","","","","","","","","key","f","16.667885964912305","960","536","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","31","130715","0.0-8.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","32","133413","0.0-8.0-0.0-0.10","1696","","k","","","","","","","","","","","","","key","k","16.66723602484483","960","536","d","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","33","133730","0.0-8.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","34","136197","0.0-8.0-0.0-0.11","1466","","d","","","","","","","","","","","","","key","d","16.667789115646315","960","536","f","false","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","35","136507","0.0-8.0-0.0-1.11","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","html-keyboard-response","36","143509","0.0-8.0-1.0-0.0","7001","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了58% 的试次。</p><p class='context'>您的平均反应时为1707毫秒。</p>","j","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","37","164389","0.0-8.0-1.0-1.0","20878","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1910},{""page_index"":1,""viewing_time"":16056},{""page_index"":2,""viewing_time"":2912}]","","","","","","","","","","","",""
"","","","","","psychophysics","38","168125","0.0-8.1-0.1-0.12","2726","","f","","","","","","","","","","","","","key","f","16.65545739910321","960","536","j","false","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","39","168441","0.0-8.1-0.1-1.12","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","40","174365","0.0-8.1-0.1-0.13","4924","","d","","","","","","","","","","","","","key","d","16.667717514124302","960","536","f","false","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","41","174678","0.0-8.1-0.1-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","42","177573","0.0-8.1-0.1-0.14","1894","","k","","","","","","","","","","","","","key","k","16.667790697674505","960","536","d","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","43","177874","0.0-8.1-0.1-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","44","181197","0.0-8.1-0.1-0.15","2322","","f","","","","","","","","","","","","","key","f","16.66792424242415","960","536","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","45","181501","0.0-8.1-0.1-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","46","183901","0.0-8.1-0.1-0.16","1399","","f","","","","","","","","","","","","","key","f","16.667573426573348","960","536","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","47","184205","0.0-8.1-0.1-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","48","186821","0.0-8.1-0.1-0.17","1613","","f","","","","","","","","","","","","","key","f","16.66828846153844","960","536","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","49","187135","0.0-8.1-0.1-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","50","189221","0.0-8.1-0.1-0.18","1085","","j","","","","","","","","","","","","","key","j","16.66766935483869","960","536","j","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","51","189525","0.0-8.1-0.1-1.18","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","52","192437","0.0-8.1-0.1-0.19","1910","","d","","","","","","","","","","","","","key","d","16.6677919075144","960","536","d","true","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","53","192738","0.0-8.1-0.1-1.19","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","54","196581","0.0-8.1-0.1-0.20","2841","","d","","","","","","","","","","","","","key","d","16.668230434782604","960","536","d","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","55","196896","0.0-8.1-0.1-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","56","200429","0.0-8.1-0.1-0.21","2531","","k","","","","","","","","","","","","","key","k","16.667284360189534","960","536","k","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","57","200732","0.0-8.1-0.1-1.21","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","58","204501","0.0-8.1-0.1-0.22","2768","","d","","","","","","","","","","","","","key","d","16.66755111111108","960","536","d","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","59","204817","0.0-8.1-0.1-1.22","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","60","207718","0.0-8.1-0.1-0.23","1900","","d","","","","","","","","","","","","","key","d","16.6674971098265","960","536","k","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","61","208031","0.0-8.1-0.1-1.23","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","html-keyboard-response","62","210766","0.0-8.1-1.1-0.1","2733","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了67% 的试次。</p><p class='context'>您的平均反应时为2059毫秒。</p>"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","63","223830","0.0-8.1-1.1-1.1","13063","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1543},{""page_index"":1,""viewing_time"":8960},{""page_index"":2,""viewing_time"":2560}]","","","","","","","","","","","",""
"","","","","","psychophysics","64","228982","0.0-8.2-0.2-0.24","4149","","d","","","","","","","","","","","","","key","d","16.66794155844154","960","536","d","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","65","229295","0.0-8.2-0.2-1.24","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","66","231862","0.0-8.2-0.2-0.25","1566","","f","","","","","","","","","","","","","key","f","16.66766666666661","960","536","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","67","232166","0.0-8.2-0.2-1.25","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","68","236477","0.0-8.2-0.2-0.26","3310","","d","","","","","","","","","","","","","key","d","16.667739299610883","960","536","d","true","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","69","236781","0.0-8.2-0.2-1.26","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","70","239669","0.0-8.2-0.2-0.27","1887","","d","","","","","","","","","","","","","key","d","16.66805232558139","960","536","d","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","71","239979","0.0-8.2-0.2-1.27","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
