"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","5","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","10669","0.0-1.0","10664","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  ","enter","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","12057","0.0-2.0","1387","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  ","enter","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","12057","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","20474","0.0-3.0-1.0","8409","","{""Q0"":""64""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","21538","0.0-3.0-2.0","1063","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","25522","0.0-3.0-3.0","3984","","{""Q0"":""2001""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","28594","0.0-3.0-4.0","3071","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","575419","0.0-4.0","546823","","","","85.6","53.98","461.65388706824206","5.394061206797355","530.04","9.233077741364841","50","0.8231274784952218","29.64","14.92","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","578914","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","650426","0.0-6.0","71511","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":5615},{""page_index"":1,""viewing_time"":13847},{""page_index"":2,""viewing_time"":44080},{""page_index"":3,""viewing_time"":5513},{""page_index"":4,""viewing_time"":2456}]","","","","","","","","","","","",""
"","","","","","instructions","11","672650","0.0-7.0","22224","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":22223}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","680228","0.0-8.0-0.0-0.0","6559","","d","","","","","","","","","","","","","key","d","16.664823399558323","768","428","j","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","13","680544","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","684806","0.0-8.0-0.0-0.1","3251","","j","","","","","","","","","","","","","key","j","16.667223529411736","768","428","d","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","15","685114","0.0-8.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","688365","0.0-8.0-0.0-0.2","2247","","k","","","","","","","","","","","","","key","k","16.668500000000066","768","428","k","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","17","688675","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","691410","0.0-8.0-0.0-0.3","1725","","j","","","","","","","","","","","","","key","j","16.66746625766884","768","428","j","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","19","691724","0.0-8.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","696313","0.0-8.0-0.0-0.4","3578","","j","","","","","","","","","","","","","key","j","16.666569343065746","768","428","j","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","21","696617","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","701604","0.0-8.0-0.0-0.5","3986","","k","","","","","","","","","","","","","key","k","16.66751342281877","768","428","k","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","23","701924","0.0-8.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
