"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","450","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","62729","0.0-1.0","62278","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","b","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","62779","0.0-2.0","49","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","v","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","62779","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","70460","0.0-3.0-1.0","7676","","{""Q0"":""1""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","71919","0.0-3.0-2.0","1455","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","82295","0.0-3.0-3.0","10372","","{""Q0"":""1999""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","84969","0.0-3.0-4.0","2672","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","212238","0.0-4.0","127267","","","","85.6","53.98","442.91528137310837","5.175115392885793","552.56","8.858305627462167","50","0.8579518837596641","30.72","14.42","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","214398","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","255455","0.0-6.0","41056","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":3214},{""page_index"":1,""viewing_time"":8055},{""page_index"":2,""viewing_time"":25783},{""page_index"":3,""viewing_time"":1764},{""page_index"":4,""viewing_time"":2239}]","","","","","","","","","","","",""
"","","","","","instructions","11","266094","0.0-7.0","10640","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":10639}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","269942","0.0-8.0-0.0-0.0","2837","","j","","","","","","","","","","","","","key","j","16.737292576419325","768","428","k","false","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","13","270258","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","272976","0.0-8.0-0.0-0.1","1696","","j","","","","","","","","","","","","","key","j","16.664197530864055","768","428","d","false","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","15","273289","0.0-8.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","277553","0.0-8.0-0.0-0.2","3247","","d","","","","","","","","","","","","","key","d","16.66433070866138","768","428","f","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","17","277868","0.0-8.0-0.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","280671","0.0-8.0-0.0-0.3","1781","","f","","","","","","","","","","","","","key","f","16.663113772455034","768","428","f","true","img/H_28.png","朋友","freeprac_self","",""
