"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","377","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","48272","0.0-1.0","47895","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","51358","0.0-2.0","3085","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","51358","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","55530","0.0-3.0-1.0","4169","","{""Q0"":""24""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","56857","0.0-3.0-2.0","1326","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","61114","0.0-3.0-3.0","4255","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","71075","0.0-3.0-4.0","9960","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","174603","0.0-4.0","103526","","","","85.6","53.98","366.29734386347934","4.2765679740406215","668.56","7.325946877269588","49.99999999999999","1.0756288752856629","28.800000000000004","15.620000000000003","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","180462","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","405018","0.0-6.0","224553","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6433},{""page_index"":1,""viewing_time"":21607},{""page_index"":2,""viewing_time"":169928},{""page_index"":3,""viewing_time"":24584},{""page_index"":4,""viewing_time"":2000}]","","","","","","","","","","","",""
"","","","","","instructions","11","417625","0.0-7.0","12607","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":12607}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","428843","0.0-8.0-0.0-0.0","10208","","d","","","","","","","","","","","","","key","d","22.119853174603094","720","446","k","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","13","429145","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","432354","0.0-8.0-0.0-0.1","2205","","f","","","","","","","","","","","","","key","f","21.615527027027014","720","446","j","false","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","15","432666","0.0-8.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","439866","0.0-8.0-0.0-0.2","6198","","f","","","","","","","","","","","","","key","f","21.91270948012234","720","446","f","true","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","440175","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","443347","0.0-8.0-0.0-0.3","2171","","f","","","","","","","","","","","","","key","f","21.425836734693863","720","446","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","19","443660","0.0-8.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","445524","0.0-8.0-0.0-0.4","860","","d","","","","","","","","","","","","","key","d","21.508290697674965","720","446","d","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","21","445840","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
