"","subj_idx","gender","year","rt","matchness","label","word","ACC"
"1",1,1,"1999",666,"mismatch","stranger","自我",1
"2",1,1,"1999",771,"mismatch","stranger","朋友",0
"3",1,1,"1999",535,"mismatch","self","朋友",0
"4",1,1,"1999",594,"match","friend","朋友",0
"5",1,1,"1999",522,"match","self","自我",1
"6",1,1,"1999",950,"mismatch","stranger","朋友",0
"7",1,1,"1999",737,"mismatch","friend","自我",0
"8",1,1,"1999",563,"match","self","自我",1
"9",1,1,"1999",740,"mismatch","self","生人",1
"10",1,1,"1999",648,"match","stranger","生人",0
"11",1,1,"1999",970,"mismatch","friend","生人",0
"12",1,1,"1999",1281,"match","stranger","生人",0
"13",1,1,"1999",692,"match","friend","朋友",1
"14",1,1,"1999",726,"mismatch","self","生人",1
"15",1,1,"1999",921,"mismatch","friend","自我",1
"16",1,1,"1999",1087,"match","stranger","生人",1
"17",1,1,"1999",683,"mismatch","self","生人",1
"18",1,1,"1999",748,"mismatch","self","生人",0
"19",1,1,"1999",584,"match","stranger","生人",0
"20",1,1,"1999",607,"mismatch","stranger","自我",0
"21",1,1,"1999",606,"match","self","自我",1
"22",1,1,"1999",598,"match","self","自我",1
"23",1,1,"1999",1144,"match","friend","朋友",1
"24",1,1,"1999",1118,"match","friend","朋友",1
"25",1,1,"1999",761,"mismatch","self","朋友",1
"26",1,1,"1999",1307,"mismatch","stranger","朋友",1
"27",1,1,"1999",1224,"mismatch","friend","生人",0
"28",1,1,"1999",801,"mismatch","friend","自我",1
"29",1,1,"1999",809,"mismatch","friend","自我",0
"30",1,1,"1999",1323,"mismatch","stranger","朋友",0
"31",1,1,"1999",774,"mismatch","self","生人",1
"32",1,1,"1999",902,"match","friend","朋友",1
"33",1,1,"1999",642,"mismatch","self","朋友",1
"34",1,1,"1999",864,"mismatch","stranger","朋友",0
"35",1,1,"1999",770,"match","stranger","生人",0
"36",1,1,"1999",874,"mismatch","stranger","自我",1
"37",1,1,"1999",649,"match","self","自我",1
"38",1,1,"1999",597,"mismatch","friend","自我",1
"39",1,1,"1999",725,"mismatch","self","生人",1
"40",1,1,"1999",671,"mismatch","friend","自我",1
"41",1,1,"1999",936,"mismatch","friend","生人",1
"42",1,1,"1999",713,"match","stranger","生人",0
"43",1,1,"1999",612,"match","self","自我",1
"44",1,1,"1999",799,"mismatch","stranger","朋友",1
"45",1,1,"1999",687,"match","friend","朋友",1
"46",1,1,"1999",555,"mismatch","self","朋友",0
"47",1,1,"1999",1093,"match","friend","朋友",1
"48",1,1,"1999",776,"mismatch","friend","自我",1
"49",1,1,"1999",600,"match","friend","朋友",0
"50",1,1,"1999",1025,"mismatch","stranger","自我",0
"51",1,1,"1999",966,"mismatch","self","生人",1
"52",1,1,"1999",923,"mismatch","self","生人",1
"53",1,1,"1999",879,"mismatch","friend","自我",1
"54",1,1,"1999",1091,"mismatch","friend","生人",1
"55",1,1,"1999",692,"match","stranger","生人",0
"56",1,1,"1999",822,"match","stranger","生人",1
"57",1,1,"1999",906,"mismatch","stranger","朋友",1
"58",1,1,"1999",598,"match","self","自我",1
"59",1,1,"1999",615,"match","self","自我",1
"60",1,1,"1999",599,"mismatch","stranger","朋友",1
"61",1,1,"1999",795,"mismatch","friend","生人",1
"62",1,1,"1999",918,"mismatch","friend","自我",1
"63",1,1,"1999",908,"mismatch","stranger","朋友",1
"64",1,1,"1999",671,"mismatch","friend","自我",1
"65",1,1,"1999",685,"mismatch","stranger","自我",1
"66",1,1,"1999",549,"match","self","自我",1
"67",1,1,"1999",797,"mismatch","self","生人",1
"68",1,1,"1999",711,"match","stranger","生人",0
"69",1,1,"1999",597,"match","self","自我",1
"70",1,1,"1999",599,"match","friend","朋友",0
"71",1,1,"1999",919,"mismatch","stranger","朋友",1
"72",1,1,"1999",702,"mismatch","self","朋友",1
"73",1,1,"1999",906,"match","friend","朋友",1
"74",1,1,"1999",1071,"match","stranger","生人",1
"75",1,1,"1999",675,"mismatch","self","生人",1
"76",1,1,"1999",892,"mismatch","stranger","朋友",1
"77",1,1,"1999",655,"match","friend","朋友",1
"78",1,1,"1999",774,"match","stranger","生人",1
"79",1,1,"1999",779,"mismatch","friend","自我",1
"80",1,1,"1999",736,"mismatch","self","生人",1
"81",1,1,"1999",848,"mismatch","friend","自我",1
"82",1,1,"1999",866,"mismatch","stranger","朋友",0
"83",1,1,"1999",833,"mismatch","friend","生人",1
"84",1,1,"1999",592,"match","self","自我",1
"85",1,1,"1999",1016,"match","stranger","生人",1
"86",1,1,"1999",866,"mismatch","stranger","自我",1
"87",1,1,"1999",1089,"match","friend","朋友",1
"88",1,1,"1999",611,"mismatch","self","朋友",0
"89",1,1,"1999",653,"match","self","自我",1
"90",1,1,"1999",659,"mismatch","self","生人",1
"91",1,1,"1999",NA,"mismatch","self","朋友",0
"92",1,1,"1999",703,"match","self","自我",1
"93",1,1,"1999",877,"match","stranger","生人",1
"94",1,1,"1999",742,"match","friend","朋友",1
"95",1,1,"1999",873,"match","stranger","生人",1
"96",1,1,"1999",592,"match","self","自我",1
"97",1,1,"1999",889,"mismatch","friend","自我",1
"98",1,1,"1999",770,"mismatch","self","生人",1
"99",1,1,"1999",833,"mismatch","friend","生人",1
