"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","40961","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","95837","0.0-1.0","54874","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","100420","0.0-2.0","4582","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","100422","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","105347","0.0-3.0-1.0","4923","","{""Q0"":""55""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","106635","0.0-3.0-2.0","1286","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","111282","0.0-3.0-3.0","4647","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","114506","0.0-3.0-4.0","3223","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","265731","0.0-4.0","151222","","","","85.6","53.98","501.77179146965386","5.858755860625788","487.47","10.035435829393077","50","0.7015141265096172","38.4","19.38","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","269892","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","573994","0.0-6.0","304101","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6325},{""page_index"":1,""viewing_time"":22400},{""page_index"":2,""viewing_time"":266688},{""page_index"":3,""viewing_time"":6432},{""page_index"":4,""viewing_time"":2256}]","","","","","","","","","","","",""
"","","","","","instructions","11","644201","0.0-7.0","70207","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":70207}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","650923","0.0-8.0-0.0-0.0","5716","","f","","","","","","","","","","","","","key","f","16.68331094527361","960","536","j","false","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","651226","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","656483","0.0-8.0-0.0-0.1","4255","","d","","","","","","","","","","","","","key","d","16.683261146496797","960","536","d","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","15","656785","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","659115","0.0-8.0-0.0-0.2","1328","","d","","","","","","","","","","","","","key","d","16.684366906474665","960","536","k","false","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","17","659417","0.0-8.0-0.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","663747","0.0-8.0-0.0-0.3","3328","","d","","","","","","","","","","","","","key","d","16.68335658914722","960","536","k","false","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","19","664049","0.0-8.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","670131","0.0-8.0-0.0-0.4","5081","","d","","","","","","","","","","","","","key","d","16.64807438016542","960","536","d","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","21","670434","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","676307","0.0-8.0-0.0-0.5","4870","","f","","","","","","","","","","","","","key","f","16.683227920228155","960","536","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","23","676609","0.0-8.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","682723","0.0-8.0-0.0-0.6","5113","","k","","","","","","","","","","","","","key","k","16.68325136612008","960","536","d","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","25","683025","0.0-8.0-0.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","686843","0.0-8.0-0.0-0.7","2816","","f","","","","","","","","","","","","","key","f","16.683315789473564","960","536","f","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","27","687145","0.0-8.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","692443","0.0-8.0-0.0-0.8","4295","","f","","","","","","","","","","","","","key","f","16.683158227847816","960","536","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","29","692745","0.0-8.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","30","699283","0.0-8.0-0.0-0.9","5537","","k","","","","","","","","","","","","","key","k","16.683215384615455","960","536","d","false","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","31","699586","0.0-8.0-0.0-1.9","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","32","702387","0.0-8.0-0.0-0.10","1798","","j","","","","","","","","","","","","","key","j","16.683897590361457","960","536","j","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","33","702689","0.0-8.0-0.0-1.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","34","708395","0.0-8.0-0.0-0.11","4705","","f","","","","","","","","","","","","","key","f","16.683322580645264","960","536","f","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","35","708697","0.0-8.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","html-keyboard-response","36","716651","0.0-8.0-1.0-0.0","7952","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了58% 的试次。</p><p class='context'>您的平均反应时为3974毫秒。</p>"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","37","756329","0.0-8.0-1.0-1.0","39676","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":2236},{""page_index"":1,""viewing_time"":34920},{""page_index"":2,""viewing_time"":2520}]","","","","","","","","","","","",""
"","","","","","psychophysics","38","759690","0.0-8.1-0.1-0.12","2359","","f","","","","","","","","","","","","","key","f","16.68329000000027","960","536","f","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","39","759993","0.0-8.1-0.1-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","40","763522","0.0-8.1-0.1-0.13","2528","","k","","","","","","","","","","","","","key","k","16.68328909952606","960","536","d","false","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","41","763824","0.0-8.1-0.1-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","42","768011","0.0-8.1-0.1-0.14","3184","","j","","","","","","","","","","","","","key","j","16.683279999999794","960","536","f","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","43","768313","0.0-8.1-0.1-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","44","770770","0.0-8.1-0.1-0.15","1456","","f","","","","","","","","","","","","","key","f","16.68339726027366","960","536","f","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","45","771073","0.0-8.1-0.1-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","46","773754","0.0-8.1-0.1-0.16","1681","","d","","","","","","","","","","","","","key","d","16.683327044025738","960","536","d","true","img/H_28.png","生人","freeprac_self","",""
