"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","1120","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","8729","0.0-1.0","7608","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","d","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","9721","0.0-2.0","992","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     ","d","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","9722","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","12994","0.0-3.0-1.0","3270","","{""Q0"":""22""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","14045","0.0-3.0-2.0","1050","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","17831","0.0-3.0-3.0","3785","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","20031","0.0-3.0-4.0","2200","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","63711","0.0-4.0","43678","","","","85.6","53.98","448.44423243874684","5.235762504389557","545.72","8.968884648774937","50","0.8518339012246691","29.58","14.92","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","65967","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","80867","0.0-6.0","14899","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":2223},{""page_index"":1,""viewing_time"":4650},{""page_index"":2,""viewing_time"":4136},{""page_index"":3,""viewing_time"":2058},{""page_index"":4,""viewing_time"":1832}]","","","","","","","","","","","",""
"","","","","","instructions","11","86869","0.0-7.0","6001","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6001}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","89234","0.0-8.0-0.0-0.0","1361","","k","","","","","","","","","","","","","key","k","6.338783197831974","768","428","f","false","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","89550","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","92865","0.0-8.0-0.0-0.1","2313","","f","","","","","","","","","","","","","key","f","6.240111742424233","768","428","d","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","15","93166","0.0-8.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
