"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","8030","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","145880","0.0-1.0","137848","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","147414","0.0-2.0","1533","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","147416","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","158537","0.0-3.0-1.0","11117","","{""Q0"":""68""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","160675","0.0-3.0-2.0","2134","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","165305","0.0-3.0-3.0","4627","","{""Q0"":""1995""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","168310","0.0-3.0-4.0","3002","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","498502","0.0-4.0","330189","","","","85.6","53.98","360.5902606232316","4.211545162834643","679.17","7.211805212464631","50.00000000000001","1.073240301418909","30.719999999999995","17.279999999999998","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","502027","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","562459","0.0-6.0","60429","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":5922},{""page_index"":1,""viewing_time"":9354},{""page_index"":2,""viewing_time"":36875},{""page_index"":3,""viewing_time"":5368},{""page_index"":4,""viewing_time"":2909}]","","","","","","","","","","","",""
"","","","","","instructions","11","588029","0.0-7.0","25570","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":25569}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","613060","0.0-8.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.74491487935653","768","428","f","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","13","613378","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
