"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","299","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2234","0.0-1.0","1934","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","5591","0.0-2.0","3356","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","5592","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","7799","0.0-3.0-1.0","2204","","{""Q0"":""20""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","8446","0.0-3.0-2.0","647","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","11431","0.0-3.0-3.0","2982","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","13277","0.0-3.0-4.0","1845","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","42502","0.0-4.0","29224","","","","85.6","53.98","528.6783196818792","6.172070005720053","462.53","10.573566393637584","50","0.8019999765739076","34.14","15.18","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","45145","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","66701","0.0-6.0","21556","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1660},{""page_index"":1,""viewing_time"":1443},{""page_index"":2,""viewing_time"":2562},{""page_index"":1,""viewing_time"":8470},{""page_index"":2,""viewing_time"":4173},{""page_index"":3,""viewing_time"":1938},{""page_index"":4,""viewing_time"":1310}]","","","","","","","","","","","",""
"","","","","","instructions","11","68060","0.0-7.0","1358","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1358}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","73376","0.0-8.0-0.0-0.0","4301","","j","","","","","","","","","","","","","key","j","6.080894495412837","853.3333333333334","476","j","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","73691","0.0-8.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","76556","0.0-8.0-0.0-0.1","1861","","k","","","","","","","","","","","","","key","k","6.060042462845008","853.3333333333334","476","k","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","15","76866","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","79863","0.0-8.0-0.0-0.2","1987","","d","","","","","","","","","","","","","key","d","6.060081135902657","853.3333333333334","476","d","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","17","80175","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","83047","0.0-8.0-0.0-0.3","1868","","j","","","","","","","","","","","","","key","j","6.059872881355921","853.3333333333334","476","k","false","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","19","83355","0.0-8.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","87115","0.0-8.0-0.0-0.4","2753","","j","","","","","","","","","","","","","key","j","6.0600646203554005","853.3333333333334","476","j","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","21","87430","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","90435","0.0-8.0-0.0-0.5","1997","","k","","","","","","","","","","","","","key","k","6.060080971659934","853.3333333333334","476","k","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","23","90741","0.0-8.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","93731","0.0-8.0-0.0-0.6","1974","","f","","","","","","","","","","","","","key","f","6.0600000000000085","853.3333333333334","476","f","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","25","94037","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","100340","0.0-8.0-0.0-0.7","5296","","k","","","","","","","","","","","","","key","k","6.060077071290944","853.3333333333334","476","j","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","27","100656","0.0-8.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","105815","0.0-8.0-0.0-0.8","4150","","k","","","","","","","","","","","","","key","k","6.060117647058814","853.3333333333334","476","j","false","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","29","106125","0.0-8.0-0.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","30","108187","0.0-8.0-0.0-0.9","1054","","d","","","","","","","","","","","","","key","d","6.060058997050149","853.3333333333334","476","d","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","31","108499","0.0-8.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","32","115719","0.0-8.0-0.0-0.10","6207","","j","","","","","","","","","","","","","key","j","6.060100840336125","853.3333333333334","476","f","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","33","116023","0.0-8.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","34","120204","0.0-8.0-0.0-0.11","3168","","k","","","","","","","","","","","","","key","k","6.060087209302321","853.3333333333334","476","k","true","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","35","120514","0.0-8.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","html-keyboard-response","36","124211","0.0-8.0-1.0-0.0","3696","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                           <div><p class='context'>您正确回答了67% 的试次。</p><p class='context'>您的平均反应时为2387毫秒。</p>"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","37","137834","0.0-8.0-1.0-1.0","13621","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1911},{""page_index"":1,""viewing_time"":9673},{""page_index"":2,""viewing_time"":2037}]","","","","","","","","","","","",""
