"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","380","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","56586","0.0-1.0","56206","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","59959","0.0-2.0","3372","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","59960","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","64539","0.0-3.0-1.0","4577","","{""Q0"":""25""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","66119","0.0-3.0-2.0","1578","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","69935","0.0-3.0-3.0","3815","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","72965","0.0-3.0-4.0","3029","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","256891","0.0-4.0","183925","","","","85.6","53.98","513.0269869059703","5.987326717773206","476.72","10.260539738119405","50","0.828416459264931","34.14","18.48","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","260329","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","517490","0.0-6.0","257159","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":8230},{""page_index"":1,""viewing_time"":29740},{""page_index"":2,""viewing_time"":67665},{""page_index"":1,""viewing_time"":8004},{""page_index"":2,""viewing_time"":127224},{""page_index"":3,""viewing_time"":10152},{""page_index"":4,""viewing_time"":6144}]","","","","","","","","","","","",""
"","","","","","instructions","11","539973","0.0-7.0","22483","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":22482}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","557958","0.0-8.0-0.0-0.0","16980","","d","","","","","","","","","","","","","key","d","16.658268089053813","853.3333333333334","529.3333333333334","k","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","558266","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","561519","0.0-8.0-0.0-0.1","2247","","j","","","","","","","","","","","","","key","j","16.65825773195901","853.3333333333334","529.3333333333334","j","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","15","561838","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","564127","0.0-8.0-0.0-0.2","1287","","j","","","","","","","","","","","","","key","j","16.658255474452424","853.3333333333334","529.3333333333334","j","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","564446","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","567264","0.0-8.0-0.0-0.3","1816","","j","","","","","","","","","","","","","key","j","16.65827976190485","853.3333333333334","529.3333333333334","j","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","19","567581","0.0-8.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","570418","0.0-8.0-0.0-0.4","1833","","k","","","","","","","","","","","","","key","k","16.658289940828684","853.3333333333334","529.3333333333334","k","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","21","570727","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","573498","0.0-8.0-0.0-0.5","1770","","j","","","","","","","","","","","","","key","j","16.658351515151672","853.3333333333334","529.3333333333334","j","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","23","573808","0.0-8.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","576142","0.0-8.0-0.0-0.6","1325","","k","","","","","","","","","","","","","key","k","16.65823021582696","853.3333333333334","529.3333333333334","k","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","25","576455","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","579005","0.0-8.0-0.0-0.7","1549","","k","","","","","","","","","","","","","key","k","16.658236842105428","853.3333333333334","529.3333333333334","d","false","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","27","579314","0.0-8.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","584289","0.0-8.0-0.0-0.8","3971","","k","","","","","","","","","","","","","key","k","16.6582516778523","853.3333333333334","529.3333333333334","k","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","29","584593","0.0-8.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","30","587619","0.0-8.0-0.0-0.9","2020","","d","","","","","","","","","","","","","key","d","16.658287292817807","853.3333333333334","529.3333333333334","d","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","31","587924","0.0-8.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","32","589965","0.0-8.0-0.0-0.10","1036","","f","","","","","","","","","","","","","key","f","16.6582540983609","853.3333333333334","529.3333333333334","f","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","33","590286","0.0-8.0-0.0-1.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","34","592139","0.0-8.0-0.0-0.11","850","","f","","","","","","","","","","","","","key","f","16.658227272727526","853.3333333333334","529.3333333333334","f","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","35","592444","0.0-8.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","html-keyboard-response","36","612358","0.0-9.0","19913","[""<style>.context{color:white; font-size: 35px; line-height:40px}</style>           <div><p class='context'>您正确回答了83% 的试次。</p><p class='context'>您的平均反应时为1816毫秒。</p><p class='context'>恭喜您完成这一阶段的练习。按任意键进入<span style='color: yellow;'>重点关注图形为“朋友”</span>的练习。</p></div><p class='footer' style='font-size:35px; line-height:30px;'>任务要求：\n           <p class='footer' style='font-size:35px; line-height:35px;'>对于与“朋友”对应的图形：如果 匹配 ，请按 <span style=\""color: lightgreen;\"">f键</span></p><p class='footer' style='font-size:35px'>如果 不匹配 ，请按<span style=\""color: lightgreen;\"">d键</p></span>\n           <p class='footer' style='font-size:35px; line-height:35px;'>对于非“朋友”对应的图形：如果 匹配 ，请按 <span style=\""color: lightgreen;\"">j键</span></p><p class='footer' style='font-size:35px'>如果 不匹配 ，请按<span style=\""color: lightgreen;\"">k键</p></span>\n           <p class='footer' style='font-size:22px; line-height:25px;'>请在实验过程中将您的<span style=\""color: lightgreen;\"">食指和中指</span>放在电脑键盘的相应键位上进行按键。</p></span>""]"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","37","614514","0.0-10.0-0.0-0.0","1146","","d","","","","","","","","","","","","","key","d","16.658414062500015","853.3333333333334","529.3333333333334","k","false","img/C_28.png","生人","freeprac_friend","",""
"","","","","","html-keyboard-response","38","614818","0.0-10.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","39","616713","0.0-10.0-0.0-0.1","888","","f","","","","","","","","","","","","","key","f","16.658214285714035","853.3333333333334","529.3333333333334","j","false","img/C_28.png","自我","freeprac_friend","",""
"","","","","","html-keyboard-response","40","617029","0.0-10.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","41","620379","0.0-10.0-0.0-0.2","2347","","k","","","","","","","","","","","","","key","k","16.65838999999978","853.3333333333334","529.3333333333334","f","false","img/H_28.png","朋友","freeprac_friend","",""
"","","","","","html-keyboard-response","42","620689","0.0-10.0-0.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","43","624060","0.0-10.0-0.0-0.3","2363","","k","","","","","","","","","","","","","key","k","16.658378109452894","853.3333333333334","529.3333333333334","d","false","img/H_28.png","生人","freeprac_friend","",""
"","","","","","html-keyboard-response","44","624361","0.0-10.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","45","626922","0.0-10.0-0.0-0.4","1560","","d","","","","","","","","","","","","","key","d","16.658269736841536","853.3333333333334","529.3333333333334","k","false","img/S_28.png","自我","freeprac_friend","",""
"","","","","","html-keyboard-response","46","627237","0.0-10.0-0.0-1.4","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","47","630229","0.0-10.0-0.0-0.5","1988","","k","","","","","","","","","","","","","key","k","16.65831284916195","853.3333333333334","529.3333333333334","j","false","img/S_28.png","生人","freeprac_friend","",""
"","","","","","html-keyboard-response","48","630540","0.0-10.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","49","633925","0.0-10.0-0.0-0.6","2383","","j","","","","","","","","","","","","","key","j","16.6586108374383","853.3333333333334","529.3333333333334","j","true","img/S_28.png","生人","freeprac_friend","",""
