"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","476","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","52289","0.0-1.0","51813","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","56564","0.0-2.0","4275","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","56565","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","60810","0.0-3.0-1.0","4243","","{""Q0"":""23""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","62283","0.0-3.0-2.0","1471","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","67834","0.0-3.0-3.0","5550","","{""Q0"":""2001""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","71178","0.0-3.0-4.0","3343","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","259067","0.0-4.0","187886","","","","85.6","53.98","406.0426094197309","4.749036367482233","602.93","8.120852188394618","50","0.8422761357206988","30.72","14.92","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","262611","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","379971","0.0-6.0","117358","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":8165},{""page_index"":1,""viewing_time"":18456},{""page_index"":2,""viewing_time"":76536},{""page_index"":3,""viewing_time"":10680},{""page_index"":4,""viewing_time"":3521}]","","","","","","","","","","","",""
"","","","","","instructions","11","400042","0.0-7.0","20070","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":20070}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","402729","0.0-8.0-0.0-0.0","1678","","k","","","","","","","","","","","","","key","k","16.66191194968557","768","428","k","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","403038","0.0-8.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","405909","0.0-8.0-0.0-0.1","1860","","j","","","","","","","","","","","","","key","j","16.660397660818457","768","428","k","false","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","15","406216","0.0-8.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","408835","0.0-8.0-0.0-0.2","1607","","j","","","","","","","","","","","","","key","j","16.660262820512752","768","428","j","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","409149","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","411394","0.0-8.0-0.0-0.3","1231","","f","","","","","","","","","","","","","key","f","16.661548872180266","768","428","f","true","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","19","411699","0.0-8.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","414140","0.0-8.0-0.0-0.4","1432","","d","","","","","","","","","","","","","key","d","16.6614896551726","768","428","d","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","21","414448","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","416640","0.0-8.0-0.0-0.5","1177","","k","","","","","","","","","","","","","key","k","16.66108461538455","768","428","j","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","23","416943","0.0-8.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","419445","0.0-8.0-0.0-0.6","1500","","j","","","","","","","","","","","","","key","j","16.571751677852294","768","428","j","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","25","419762","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","422144","0.0-8.0-0.0-0.7","1373","","j","","","","","","","","","","","","","key","j","16.65236619718309","768","428","j","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","27","422451","0.0-8.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","424871","0.0-8.0-0.0-0.8","1415","","k","","","","","","","","","","","","","key","k","16.661708333333486","768","428","k","true","img/S_28.png","生人","freeprac_self","",""
