"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","1555","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","55677","0.0-1.0","54121","
  <p>您好，欢迎参加本次实验。</p>
  <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
  <p>如果您未见过上述内容，请咨询实验员。</p>
  <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
  <p> <div style = ""color: green""><按任意键至下页></div> </p>
  ","arrowdown","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","57533","0.0-2.0","1856","
  <p>本实验首先需要您填写一些基本个人信息。</p>
  <p> <div style = ""color: green""><按任意键至下页></div></p>
  ","arrowdown","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","57534","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","62165","0.0-3.0-1.0","4629","","{""Q0"":""15""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","63589","0.0-3.0-2.0","1423","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","68118","0.0-3.0-3.0","4528","","{""Q0"":""2001""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","71902","0.0-3.0-4.0","3783","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","204044","0.0-4.0","132140","","","","85.6","53.98","401.98911636916057","4.69198653175361","609.03","8.039782327383211","50","0.7885785636765545","38.4","19.22","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","207204","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","288676","0.0-6.0","81471","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":6048},{""page_index"":1,""viewing_time"":12953},{""page_index"":2,""viewing_time"":33668},{""page_index"":3,""viewing_time"":7785},{""page_index"":2,""viewing_time"":2472},{""page_index"":3,""viewing_time"":1320},{""page_index"":4,""viewing_time"":6897},{""page_index"":3,""viewing_time"":584},{""page_index"":2,""viewing_time"":4961},{""page_index"":3,""viewing_time"":1800},{""page_index"":4,""viewing_time"":2984}]","","","","","","","","","","","",""
"","","","","","instructions","11","307013","0.0-7.0","18337","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":18337}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","319864","0.0-8.0-0.0-0.0","11843","","j","","","","","","","","","","","","","key","j","16.66639531859556","960","536","j","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","13","320168","0.0-8.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","330081","0.0-8.0-0.0-0.1","8911","","j","","","","","","","","","","","","","key","j","16.666444444444473","960","536","j","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","15","330389","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","339211","0.0-8.0-0.0-0.2","7812","","k","","","","","","","","","","","","","key","k","16.66613068181819","960","536","k","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","17","339518","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","345595","0.0-8.0-0.0-0.3","5076","","k","","","","","","","","","","","","","key","k","16.666313186813188","960","536","d","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","19","345902","0.0-8.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","351536","0.0-8.0-0.0-0.4","4633","","f","","","","","","","","","","","","","key","f","16.666220238095168","960","536","k","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","21","351840","0.0-8.0-0.0-1.4","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","357321","0.0-8.0-0.0-0.5","4471","","k","","","","","","","","","","","","","key","k","16.66577743902439","960","536","d","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","23","357629","0.0-8.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","359831","0.0-8.0-0.0-0.6","1196","","k","","","","","","","","","","","","","key","k","16.666099236641376","960","536","k","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","25","360137","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
