"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","condition","screen_id"
"true","false","[]","[]","[]","preload","0","1782","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","76221","0.0-1.0","74438","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","78096","0.0-2.0","1874","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","78097","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","83210","0.0-3.0-1.0","5105","","{""Q0"":""6""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","84926","0.0-3.0-2.0","1714","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","88535","0.0-3.0-3.0","3608","","{""Q0"":""2000""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","100105","0.0-3.0-4.0","11569","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","268747","0.0-4.0","168640","","","","85.6","53.98","532.6055179798843","6.218774655958309","459.1","10.652110359597687","50","0.6609019022842615","24.78","11.36","","","","","","","","","","","",""
"true","","","","","fullscreen","9","275006","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","335174","0.0-6.0","60167","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":15297},{""page_index"":1,""viewing_time"":36942},{""page_index"":2,""viewing_time"":4140},{""page_index"":3,""viewing_time"":3787}]","","","","","","","","","","",""
"","","","","","psychophysics","11","337684","0.0-7.0-0.0","null","","null","","","","","","","","","","","","","key","null","17.168055172413908","640","356","j","false","img/T_ambi40.png","をる","prac",""
