"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","text","condition","screen_id","label"
"true","false","[]","[]","[]","preload","0","396","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","3942","0.0-1.0","3545","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","f11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","5104","0.0-2.0","1162","
     <p>本实验首先需要您填写一些基本个人信息。</p>
     <p> <div style = ""color: green""><按任意键至下页></div></p>
     "," ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","5106","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","6940","0.0-3.0-1.0","1833","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","7989","0.0-3.0-2.0","1048","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","12040","0.0-3.0-3.0","4049","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","14808","0.0-3.0-4.0","2768","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","45540","0.0-4.0","30730","","","","85.6","53.98","330.95514677732945","3.8644463246454634","740.14","6.6191029355465885","50","1.0092001990369988","30.72","17.28","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","47390","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","60408","0.0-6.0","13013","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1943},{""page_index"":1,""viewing_time"":5688},{""page_index"":2,""viewing_time"":2988},{""page_index"":3,""viewing_time"":814},{""page_index"":4,""viewing_time"":1581}]","","","","","","","","","","","",""
"","","","","","instructions","11","61645","0.0-7.0","1236","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1236}]","","","","","","","","","","","",""
"","","","","","psychophysics","12","65601","0.0-8.0-0.0-0.0","2953","","d","","","","","","","","","","","","","key","d","8.321266949152525","768","428","j","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","13","65905","0.0-8.0-0.0-1.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","14","69340","0.0-8.0-0.0-0.1","2429","","d","","","","","","","","","","","","","key","d","8.351029268292697","768","428","d","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","15","69651","0.0-8.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","16","72354","0.0-8.0-0.0-0.2","1702","","f","","","","","","","","","","","","","key","f","8.308321981424115","768","428","f","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","17","72663","0.0-8.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","18","76498","0.0-8.0-0.0-0.3","2832","","d","","","","","","","","","","","","","key","d","8.349026200873377","768","428","k","false","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","19","76815","0.0-8.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","20","81037","0.0-8.0-0.0-0.4","3221","","k","","","","","","","","","","","","","key","k","8.316580198019816","768","428","k","true","img/H_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","21","81348","0.0-8.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","22","83850","0.0-8.0-0.0-0.5","1499","","j","","","","","","","","","","","","","key","j","8.33095317725753","768","428","f","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","23","84163","0.0-8.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","24","86959","0.0-8.0-0.0-0.6","1795","","f","","","","","","","","","","","","","key","f","8.359018072289166","768","428","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","25","87262","0.0-8.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","26","93433","0.0-8.0-0.0-0.7","5163","","k","","","","","","","","","","","","","key","k","8.330849797022994","768","428","d","false","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","27","93750","0.0-8.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","28","100204","0.0-8.0-0.0-0.8","5452","","f","","","","","","","","","","","","","key","f","8.330770025839797","768","428","d","false","img/C_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","29","100510","0.0-8.0-0.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","30","106002","0.0-8.0-0.0-0.9","4489","","d","","","","","","","","","","","","","key","d","8.343691019786899","768","428","f","false","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","31","106308","0.0-8.0-0.0-1.9","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","32","111270","0.0-8.0-0.0-0.10","3956","","k","","","","","","","","","","","","","key","k","8.330968013468015","768","428","d","false","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","33","111578","0.0-8.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","34","113519","0.0-8.0-0.0-0.11","940","","f","","","","","","","","","","","","","key","f","8.330715517241421","768","428","j","false","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","35","113836","0.0-8.0-0.0-1.11","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","html-keyboard-response","36","114578","0.0-8.0-1.0-0.0","740","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了33% 的试次。</p><p class='context'>您的平均反应时为2287毫秒。</p>","f","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","37","134202","0.0-8.0-1.0-1.0","19622","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":1393},{""page_index"":1,""viewing_time"":16189},{""page_index"":2,""viewing_time"":2039}]","","","","","","","","","","","",""
"","","","","","psychophysics","38","136387","0.0-8.1-0.1-0.12","1181","","j","","","","","","","","","","","","","key","j","8.31490000000004","768","428","j","true","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","39","136697","0.0-8.1-0.1-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","40","139680","0.0-8.1-0.1-0.13","1978","","d","","","","","","","","","","","","","key","d","8.33082913165266","768","428","d","true","img/C_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","41","139989","0.0-8.1-0.1-1.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","42","141975","0.0-8.1-0.1-0.14","983","","f","","","","","","","","","","","","","key","f","8.330603375527438","768","428","f","true","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","43","142287","0.0-8.1-0.1-1.14","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","44","144670","0.0-8.1-0.1-0.15","1379","","j","","","","","","","","","","","","","key","j","8.330870175438632","768","428","j","true","img/H_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","45","144986","0.0-8.1-0.1-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","46","148539","0.0-8.1-0.1-0.16","2548","","f","","","","","","","","","","","","","key","f","8.330990588235231","768","428","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","47","148853","0.0-8.1-0.1-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","48","150828","0.0-8.1-0.1-0.17","971","","d","","","","","","","","","","","","","key","d","8.330813559321973","768","428","d","true","img/S_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","49","151140","0.0-8.1-0.1-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","50","153697","0.0-8.1-0.1-0.18","1550","","k","","","","","","","","","","","","","key","k","8.330934640522887","768","428","k","true","img/H_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","51","154012","0.0-8.1-0.1-1.18","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","52","157764","0.0-8.1-0.1-0.19","2751","","d","","","","","","","","","","","","","key","d","8.330751111111152","768","428","d","true","img/S_28.png","自我","freeprac_self","",""
"","","","","","html-keyboard-response","53","158072","0.0-8.1-0.1-1.19","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","54","159974","0.0-8.1-0.1-0.20","897","","f","","","","","","","","","","","","","key","f","8.331101321585919","768","428","f","true","img/C_28.png","生人","freeprac_self","",""
"","","","","","html-keyboard-response","55","160287","0.0-8.1-0.1-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","56","162967","0.0-8.1-0.1-0.21","1677","","j","","","","","","","","","","","","","key","j","8.330853124999976","768","428","f","false","img/S_28.png","朋友","freeprac_self","",""
"","","","","","html-keyboard-response","57","163274","0.0-8.1-0.1-1.21","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","feedback_test",""
"","","","","","psychophysics","58","166331","0.0-8.1-0.1-0.22","2054","","k","","","","","","","","","","","","","key","k","8.33086885245901","768","428","k","true","img/H_28.png","朋友","freeprac_self","",""
